average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage
168.8,0.68,59%,110.8,0.58,0.15,0.15,0.11,25%,
130.8,0.59,56%,95.7,0.47,0.26,0.04,0.14,34%,13%
145.0,0.48,47%,92.6,0.44,0.03,0.03,0.13,26%,
202.3,1.08,66%,137.4,0.74,0.28,0.08,0.14,29%,17%
191.1,0.89,65%,128.0,0.68,0.21,0.10,0.09,33%,9%
164.1,0.78,70%,105.8,0.59,0.33,0.04,0.09,34%,11%
257.6,1.32,75%,171.0,0.94,0.20,0.24,0.13,26%,24%
216.0,1.14,76%,142.4,0.77,0.39,0.11,0.09,35%,22%
233.1,1.12,75%,147.4,0.82,0.30,0.10,0.09,27%,21%
215.8,1.07,69%,144.0,0.75,0.25,0.10,0.11,25%,18%
182.7,0.88,78%,106.9,0.63,0.40,0.04,0.04,37%,24%
228.9,1.00,74%,148.5,0.79,0.25,0.19,0.18,20%,23%
212.4,0.98,72%,138.0,0.72,0.35,0.12,0.11,25%,6%
130.5,0.55,44%,95.5,0.47,0.24,0.06,0.09,17%,
117.0,0.59,50%,83.8,0.47,0.12,0.00,0.12,33%,40%
141.0,0.53,53%,91.4,0.47,0.21,0.06,0.15,25%,
201.0,0.79,68%,140.7,0.65,0.25,0.08,0.05,19%,13%
159.0,0.63,55%,101.9,0.60,0.10,0.05,0.20,28%,
225.0,1.12,67%,147.0,0.80,0.18,0.10,0.13,29%,7%
219.0,0.89,61%,145.3,0.70,0.09,0.13,0.22,37%,
181.8,0.96,70%,119.1,0.66,0.17,0.10,0.05,26%,18%
176.9,0.87,67%,120.3,0.64,0.22,0.09,0.11,34%,11%
149.8,0.64,60%,100.7,0.49,0.22,0.07,0.12,23%,8%
216.7,1.16,76%,143.9,0.79,0.25,0.08,0.07,30%,11%
233.3,1.20,73%,147.2,0.82,0.25,0.19,0.13,21%,15%
189.2,0.98,75%,124.5,0.66,0.48,0.08,0.07,32%,12%
181.7,1.01,70%,122.2,0.66,0.17,0.08,0.08,31%,13%
179.4,0.95,72%,118.4,0.62,0.23,0.08,0.08,23%,16%
181.0,0.78,58%,125.8,0.68,0.08,0.05,0.15,39%,11%
155.2,0.73,61%,102.8,0.52,0.19,0.09,0.09,30%,10%
132.5,0.60,56%,94.0,0.45,0.21,0.03,0.05,26%,
86.0,0.26,53%,55.8,0.24,0.47,0.00,0.11,19%,
141.0,0.77,76%,92.8,0.49,0.32,0.05,0.07,35%,20%
200.5,0.72,62%,123.7,0.62,0.24,0.11,0.08,19%,10%
78.5,0.24,30%,65.9,0.23,0.03,0.03,0.17,25%,
241.7,1.11,83%,163.6,0.86,0.29,0.12,0.07,30%,22%
141.7,0.62,71%,99.8,0.50,0.28,0.12,0.12,32%,17%
177.9,0.94,72%,115.7,0.63,0.36,0.04,0.04,31%,14%
205.4,0.97,66%,137.1,0.72,0.19,0.13,0.13,29%,5%
196.9,0.93,70%,130.0,0.66,0.31,0.07,0.09,23%,6%
180.4,0.89,70%,117.6,0.65,0.35,0.06,0.08,30%,16%
191.6,0.89,68%,121.2,0.67,0.28,0.09,0.09,23%,16%
178.2,0.75,62%,118.2,0.61,0.19,0.11,0.16,26%,7%
237.9,1.19,75%,156.5,0.84,0.26,0.13,0.11,24%,11%
225.7,1.09,72%,149.3,0.80,0.33,0.12,0.11,37%,15%
219.1,1.02,70%,143.8,0.77,0.19,0.16,0.14,25%,10%
169.7,0.94,74%,114.5,0.61,0.32,0.07,0.06,26%,11%
180.8,0.93,70%,124.3,0.64,0.34,0.06,0.08,26%,17%
174.3,0.95,67%,121.0,0.64,0.21,0.08,0.11,24%,22%
143.2,0.61,,104.0,0.47,0.48,0.05,0.07,,
156.3,0.67,69%,99.0,0.51,0.47,0.05,0.08,27%,9%
119.5,0.39,58%,81.5,0.33,0.39,0.03,0.22,11%,
213.9,1.06,73%,140.1,0.74,0.34,0.09,0.08,28%,16%
213.4,0.89,67%,144.8,0.73,0.27,0.12,0.11,28%,16%
208.4,0.92,61%,141.5,0.73,0.14,0.15,0.20,34%,17%
179.2,0.82,61%,122.3,0.62,0.19,0.08,0.12,31%,18%
186.0,0.75,68%,122.8,0.62,0.40,0.11,0.08,26%,10%
203.8,0.79,63%,133.7,0.70,0.19,0.18,0.16,23%,3%
160.5,0.60,56%,106.2,0.52,0.17,0.16,0.12,26%,
175.9,0.85,74%,112.8,0.60,0.46,0.05,0.09,32%,10%
297.0,1.84,85%,200.4,1.15,0.33,0.20,0.15,40%,
244.0,1.67,90%,174.8,0.88,0.35,0.18,0.00,36%,
207.0,1.32,83%,142.5,0.73,0.20,0.15,0.08,26%,
203.7,1.07,74%,135.3,0.72,0.40,0.05,0.06,33%,9%
227.0,1.07,75%,164.0,0.78,0.35,0.10,0.13,22%,
216.0,0.83,81%,143.6,0.67,0.16,0.23,0.16,16%,
171.0,0.57,50%,109.7,0.53,0.20,0.07,0.27,10%,50%
169.5,0.63,57%,118.0,0.57,0.26,0.03,0.06,37%,13%
206.9,1.11,73%,138.1,0.74,0.22,0.09,0.09,38%,18%
199.8,1.10,76%,133.6,0.71,0.27,0.06,0.05,26%,21%
186.5,1.08,75%,122.0,0.69,0.33,0.07,0.04,30%,17%
189.2,1.04,69%,129.9,0.68,0.23,0.10,0.09,28%,20%
209.8,1.03,70%,137.6,0.75,0.20,0.11,0.11,36%,16%
267.0,1.25,70%,173.9,0.94,0.23,0.20,0.14,31%,25%
180.0,0.81,64%,126.7,0.59,0.36,0.07,0.10,22%,9%
162.5,0.70,76%,100.4,0.58,0.40,0.02,0.04,24%,14%
163.8,0.78,62%,111.4,0.58,0.29,0.10,0.09,29%,14%
156.8,0.74,67%,104.7,0.55,0.26,0.05,0.09,30%,7%
194.6,1.05,73%,128.8,0.68,0.35,0.06,0.06,23%,18%
254.7,1.19,70%,165.3,0.90,0.18,0.18,0.14,30%,12%
191.8,1.00,70%,130.8,0.68,0.25,0.10,0.09,35%,17%
216.9,1.03,68%,143.5,0.76,0.17,0.17,0.20,29%,18%
184.6,0.94,72%,123.8,0.63,0.35,0.09,0.09,28%,12%
167.1,0.91,69%,112.7,0.61,0.28,0.06,0.10,28%,21%
222.8,0.87,72%,152.0,0.72,0.35,0.13,0.15,31%,
198.9,0.92,71%,135.3,0.70,0.23,0.14,0.12,25%,6%
242.2,1.25,73%,155.7,0.86,0.14,0.22,0.13,25%,12%
216.2,1.17,71%,141.8,0.77,0.21,0.09,0.09,31%,11%
192.5,1.01,72%,124.5,0.68,0.35,0.09,0.10,31%,13%
196.0,1.00,73%,130.5,0.69,0.29,0.07,0.07,30%,13%
167.8,0.94,73%,110.8,0.60,0.31,0.06,0.08,37%,17%
125.0,0.48,47%,82.0,0.39,0.18,0.08,0.13,33%,
150.0,0.50,45%,100.8,0.45,0.19,0.03,0.10,28%,
200.8,0.98,71%,131.3,0.70,0.27,0.07,0.08,25%,18%
189.5,0.91,70%,128.8,0.67,0.26,0.06,0.06,27%,19%
194.7,0.94,67%,130.9,0.72,0.10,0.20,0.16,28%,17%
160.4,0.79,70%,103.8,0.57,0.46,0.06,0.09,23%,12%
179.5,0.82,55%,109.7,0.64,0.10,0.26,0.21,31%,
186.6,0.86,66%,129.2,0.66,0.21,0.08,0.11,28%,18%
143.1,0.66,65%,106.2,0.49,0.24,0.06,0.13,27%,14%
134.4,0.56,53%,91.9,0.47,0.22,0.08,0.13,30%,11%
223.7,1.24,73%,150.4,0.86,0.14,0.11,0.08,32%,22%
211.8,1.04,73%,133.6,0.75,0.32,0.10,0.08,41%,15%
230.0,1.07,68%,155.1,0.81,0.14,0.18,0.17,31%,14%
204.1,0.98,74%,131.2,0.70,0.32,0.10,0.09,25%,17%
184.0,1.01,71%,120.4,0.68,0.20,0.07,0.07,25%,17%
169.2,0.86,67%,110.8,0.60,0.22,0.05,0.07,40%,4%
169.3,0.80,62%,119.1,0.60,0.22,0.10,0.11,30%,17%
176.2,0.72,64%,117.1,0.56,0.35,0.08,0.08,27%,13%
205.3,1.21,76%,135.5,0.73,0.34,0.05,0.05,22%,14%
168.3,0.93,68%,114.5,0.61,0.23,0.07,0.11,32%,13%
175.1,0.88,74%,112.7,0.60,0.45,0.07,0.10,26%,10%
262.0,1.20,69%,167.7,0.93,0.13,0.18,0.20,32%,
165.5,0.69,69%,111.9,0.56,0.33,0.07,0.11,27%,14%
164.0,0.59,67%,101.3,0.49,0.47,0.00,0.18,11%,
259.5,1.12,65%,166.4,0.88,0.51,0.14,0.09,27%,
204.9,1.01,67%,141.2,0.74,0.18,0.09,0.06,29%,19%
180.6,0.85,72%,114.0,0.65,0.34,0.09,0.12,31%,20%
167.8,0.83,68%,113.9,0.58,0.31,0.04,0.06,25%,16%
181.2,0.82,65%,120.1,0.62,0.27,0.09,0.10,33%,9%
159.3,0.73,68%,102.0,0.57,0.16,0.11,0.18,33%,
154.8,0.65,61%,101.2,0.53,0.15,0.14,0.14,28%,22%
170.5,0.64,53%,108.8,0.58,0.13,0.15,0.35,27%,
207.0,1.37,79%,134.0,0.78,0.36,0.06,0.06,26%,22%
220.8,1.16,75%,148.5,0.77,0.29,0.08,0.08,24%,17%
232.5,1.22,73%,153.7,0.84,0.21,0.15,0.14,27%,10%
249.1,1.15,76%,159.1,0.84,0.25,0.16,0.15,22%,11%
197.5,1.07,76%,131.2,0.70,0.30,0.06,0.07,28%,9%
180.3,0.97,75%,118.6,0.65,0.34,0.07,0.06,32%,15%
209.8,1.09,74%,137.4,0.73,0.37,0.07,0.08,21%,23%
197.2,1.07,69%,136.5,0.69,0.23,0.09,0.05,27%,22%
176.6,0.95,74%,117.6,0.63,0.37,0.07,0.07,26%,14%
190.2,0.88,69%,126.5,0.65,0.29,0.07,0.08,26%,8%
152.0,0.58,59%,113.7,0.51,0.19,0.06,0.06,27%,
180.0,0.55,64%,124.2,0.55,0.33,0.06,0.15,28%,
166.0,0.89,61%,119.3,0.61,0.14,0.07,0.04,34%,14%
242.0,1.20,76%,154.3,0.87,0.25,0.22,0.10,45%,25%
221.0,0.98,78%,142.5,0.79,0.50,0.06,0.06,30%,17%
186.0,0.91,62%,122.1,0.71,0.12,0.15,0.10,37%,17%
170.7,0.80,68%,121.8,0.57,0.24,0.01,0.10,21%,13%
167.0,0.78,60%,105.5,0.57,0.22,0.10,0.09,42%,7%
172.5,0.74,59%,116.6,0.62,0.14,0.03,0.14,29%,
209.6,1.03,68%,144.1,0.74,0.18,0.12,0.10,36%,7%
177.5,0.83,66%,121.1,0.62,0.28,0.06,0.08,31%,9%
199.2,0.91,66%,135.9,0.70,0.17,0.20,0.21,29%,18%
159.0,0.59,50%,107.3,0.53,0.23,0.03,0.07,19%,9%
161.1,0.76,69%,108.2,0.58,0.35,0.05,0.07,30%,15%
225.3,0.98,68%,161.5,0.73,0.22,0.12,0.07,31%,18%
208.7,0.90,63%,132.8,0.73,0.19,0.14,0.12,26%,14%
199.2,1.13,74%,134.8,0.70,0.29,0.07,0.04,25%,14%
202.2,1.02,71%,134.7,0.71,0.36,0.09,0.07,33%,23%
218.3,1.12,73%,142.3,0.75,0.14,0.19,0.14,30%,24%
218.6,0.99,72%,144.3,0.75,0.29,0.09,0.12,21%,13%
189.0,0.93,59%,127.3,0.73,0.13,0.07,0.14,13%,17%
118.0,0.35,53%,78.8,0.32,0.37,0.05,0.16,33%,
180.8,0.91,65%,119.7,0.65,0.18,0.08,0.08,26%,6%
191.8,0.94,68%,124.0,0.68,0.12,0.18,0.16,24%,5%
170.2,0.84,68%,115.5,0.61,0.29,0.05,0.08,26%,14%
162.9,0.73,62%,104.0,0.54,0.34,0.03,0.10,28%,12%
147.0,0.58,59%,101.9,0.48,0.23,0.05,0.11,25%,
246.3,1.17,69%,166.7,0.88,0.14,0.07,0.05,35%,13%
199.5,0.97,68%,133.9,0.70,0.15,0.03,0.03,29%,11%
190.7,1.03,81%,139.5,0.69,0.37,0.02,0.05,36%,
208.2,0.88,66%,127.1,0.67,0.29,0.09,0.12,13%,10%
165.7,0.83,75%,114.2,0.59,0.31,0.12,0.08,23%,
176.8,0.80,64%,115.5,0.61,0.23,0.18,0.14,27%,
153.7,0.77,71%,96.0,0.58,0.39,0.08,0.12,29%,22%
175.6,0.79,68%,116.7,0.63,0.17,0.07,0.06,26%,26%
183.4,1.01,73%,120.9,0.65,0.33,0.07,0.06,26%,15%
197.4,1.00,71%,131.8,0.71,0.20,0.08,0.10,33%,17%
214.9,1.01,67%,140.9,0.76,0.19,0.18,0.19,26%,8%
159.6,0.74,72%,101.5,0.52,0.38,0.06,0.10,17%,16%
268.8,1.34,76%,172.9,0.93,0.19,0.24,0.13,26%,11%
199.5,1.28,76%,135.8,0.72,0.34,0.06,0.06,29%,18%
187.8,0.92,69%,126.9,0.67,0.35,0.06,0.10,25%,21%
194.2,0.84,65%,129.3,0.66,0.27,0.09,0.12,16%,10%
197.8,0.91,75%,121.4,0.66,0.40,0.12,0.09,21%,
181.0,0.94,60%,123.7,0.67,0.07,0.09,0.14,38%,67%
184.0,0.93,68%,113.3,0.68,0.25,0.10,0.08,28%,40%
174.6,0.75,64%,116.8,0.60,0.24,0.13,0.14,27%,13%
203.3,1.02,73%,133.6,0.71,0.29,0.10,0.10,26%,20%
188.5,0.95,66%,127.0,0.68,0.15,0.11,0.11,25%,10%
159.4,0.85,71%,109.6,0.56,0.32,0.08,0.06,33%,18%
158.4,0.61,59%,103.1,0.51,0.26,0.07,0.12,19%,9%
214.2,1.04,69%,141.1,0.76,0.29,0.11,0.13,28%,15%
181.3,0.95,71%,117.9,0.63,0.33,0.07,0.09,21%,11%
215.8,0.99,70%,140.5,0.76,0.22,0.13,0.13,29%,25%
188.3,0.93,71%,128.1,0.66,0.35,0.06,0.09,26%,16%
175.5,0.90,68%,120.0,0.65,0.34,0.05,0.06,28%,11%
206.5,0.87,74%,126.8,0.68,0.39,0.05,0.11,35%,17%
168.0,0.81,69%,117.2,0.61,0.34,0.04,0.07,26%,18%
168.9,0.80,67%,116.4,0.58,0.29,0.05,0.11,24%,3%
158.6,0.78,65%,108.0,0.58,0.25,0.06,0.08,30%,10%
139.7,0.65,66%,97.1,0.47,0.35,0.01,0.03,34%,31%
174.3,0.74,58%,116.4,0.62,0.22,0.02,0.02,33%,8%
139.5,0.56,50%,103.3,0.50,0.05,0.08,0.16,28%,
252.1,1.18,75%,166.0,0.85,0.32,0.14,0.13,20%,15%
224.5,1.21,78%,144.4,0.81,0.32,0.13,0.12,23%,9%
190.7,0.97,74%,125.2,0.66,0.42,0.06,0.10,19%,18%
177.4,0.95,74%,114.8,0.64,0.31,0.07,0.08,30%,17%
198.0,0.88,63%,121.3,0.70,0.14,0.03,0.03,41%,6%
137.8,0.56,52%,91.1,0.45,0.38,0.04,0.10,29%,10%
165.5,0.66,65%,112.2,0.58,0.15,0.23,0.24,25%,33%
145.8,0.63,54%,98.6,0.52,0.18,0.04,0.10,20%,10%
167.0,0.69,66%,109.2,0.53,0.26,0.05,0.03,29%,
164.5,0.67,69%,106.3,0.57,0.31,0.03,0.09,18%,
227.0,1.12,73%,149.9,0.81,0.22,0.18,0.18,24%,16%
224.9,1.02,71%,148.6,0.78,0.20,0.16,0.14,25%,13%
198.6,1.01,71%,135.4,0.69,0.21,0.08,0.08,20%,12%
183.5,0.95,73%,121.6,0.65,0.44,0.05,0.06,26%,19%
198.9,0.97,73%,131.8,0.70,0.32,0.07,0.08,21%,14%
211.6,0.92,69%,139.2,0.74,0.17,0.18,0.18,19%,8%
173.0,0.77,67%,108.2,0.60,0.35,0.09,0.12,21%,20%
216.8,1.15,70%,144.7,0.78,0.19,0.09,0.10,32%,18%
209.6,1.10,69%,138.4,0.74,0.25,0.15,0.13,26%,9%
220.8,1.05,69%,147.7,0.78,0.16,0.19,0.18,24%,23%
168.3,0.81,66%,111.3,0.56,0.35,0.07,0.11,21%,20%
154.8,0.76,69%,102.9,0.52,0.40,0.04,0.08,20%,12%
208.6,1.12,75%,135.9,0.74,0.37,0.09,0.07,28%,17%
200.9,1.01,71%,131.1,0.69,0.30,0.08,0.07,29%,13%
180.0,0.98,75%,119.0,0.64,0.39,0.06,0.06,24%,13%
224.1,1.01,66%,145.9,0.79,0.13,0.19,0.17,32%,7%
180.3,0.95,73%,122.0,0.63,0.28,0.07,0.06,25%,8%
194.5,0.97,66%,128.8,0.68,0.17,0.11,0.11,31%,17%
223.7,0.95,67%,142.5,0.77,0.16,0.19,0.19,27%,2%
168.1,0.80,66%,110.5,0.60,0.31,0.09,0.11,27%,27%
214.6,1.29,75%,142.4,0.80,0.28,0.05,0.05,41%,24%
217.6,0.99,68%,141.7,0.76,0.22,0.15,0.15,27%,9%
202.1,1.02,69%,136.0,0.72,0.19,0.12,0.11,27%,17%
183.3,0.93,69%,120.2,0.68,0.24,0.08,0.06,28%,33%
84.0,0.23,43%,60.1,0.20,0.23,0.06,0.14,16%,
199.3,1.02,69%,137.2,0.72,0.20,0.06,0.06,28%,10%
189.2,0.89,70%,128.6,0.65,0.30,0.09,0.09,24%,11%
232.1,0.96,65%,158.1,0.79,0.20,0.21,0.21,24%,25%
189.3,0.97,68%,128.8,0.70,0.18,0.11,0.13,26%,
205.5,0.95,67%,131.4,0.73,0.12,0.21,0.19,25%,50%
167.7,0.73,70%,111.5,0.56,0.39,0.06,0.07,25%,10%
112.7,0.45,47%,73.0,0.38,0.15,0.09,0.13,27%,14%
243.7,1.09,65%,150.0,0.84,0.16,0.22,0.20,31%,22%
192.7,0.84,60%,128.8,0.63,0.23,0.08,0.08,21%,
211.9,1.09,76%,139.4,0.74,0.35,0.04,0.05,34%,18%
211.5,0.73,67%,143.2,0.67,0.27,0.12,0.09,23%,
210.0,0.97,58%,146.3,0.73,0.05,0.18,0.20,40%,11%
198.6,0.92,69%,125.3,0.70,0.25,0.09,0.09,29%,9%
202.4,0.93,65%,135.2,0.72,0.12,0.18,0.19,22%,10%
159.0,0.71,62%,106.2,0.54,0.25,0.06,0.10,29%,10%
152.3,0.68,65%,105.4,0.51,0.28,0.04,0.08,28%,5%
196.2,1.13,76%,123.8,0.72,0.36,0.07,0.07,28%,16%
205.6,1.01,76%,131.8,0.67,0.51,0.11,0.10,26%,12%
149.7,0.69,67%,102.4,0.50,0.30,0.05,0.10,30%,15%
156.0,0.63,58%,114.7,0.53,0.13,0.05,0.08,42%,
118.0,0.52,50%,72.7,0.43,0.13,0.00,0.10,21%,
275.7,1.28,66%,185.9,0.97,0.26,0.15,0.08,33%,13%
103.0,0.25,44%,72.9,0.24,0.29,0.06,0.15,11%,
277.5,1.18,64%,191.8,0.91,0.25,0.25,0.16,29%,33%
237.4,1.20,65%,147.9,0.87,0.11,0.21,0.20,35%,
171.8,0.81,74%,111.9,0.58,0.44,0.05,0.07,25%,30%
205.0,0.95,69%,132.7,0.69,0.27,0.12,0.12,37%,
196.1,0.92,68%,132.7,0.73,0.16,0.13,0.15,27%,6%
200.4,0.89,70%,133.5,0.70,0.23,0.16,0.12,23%,12%
212.8,0.88,68%,141.8,0.75,0.14,0.09,0.14,24%,20%
177.8,0.85,64%,117.8,0.62,0.14,0.11,0.09,29%,4%
165.4,0.86,71%,105.5,0.61,0.31,0.03,0.03,29%,10%
172.8,0.81,66%,114.9,0.65,0.17,0.06,0.09,30%,14%
145.3,0.65,62%,104.8,0.51,0.22,0.06,0.11,28%,25%
207.5,1.06,64%,134.2,0.74,0.36,0.06,0.02,31%,20%
205.5,0.87,66%,137.9,0.66,0.12,0.12,0.18,28%,
342.0,1.96,87%,211.4,1.24,0.13,0.45,0.13,21%,
241.0,1.09,73%,159.5,0.90,0.20,0.10,0.10,27%,29%
226.3,1.06,66%,136.8,0.82,0.16,0.15,0.13,24%,
193.0,0.76,76%,123.8,0.60,0.58,0.05,0.11,20%,
159.7,0.81,68%,102.3,0.55,0.35,0.03,0.08,16%,
203.3,0.90,65%,133.0,0.67,0.19,0.04,0.06,26%,9%
193.0,0.81,65%,125.0,0.68,0.24,0.18,0.18,15%,
166.5,0.71,52%,99.9,0.61,0.27,0.09,0.12,14%,
180.5,0.68,73%,131.0,0.57,0.24,0.00,0.05,20%,17%
159.5,0.64,59%,114.3,0.57,0.30,0.03,0.14,38%,22%
181.0,1.47,88%,132.9,0.65,0.35,0.09,0.09,31%,
232.3,1.00,63%,163.4,0.77,0.32,0.08,0.11,22%,15%
166.3,0.71,59%,112.5,0.59,0.28,0.06,0.12,22%,5%
205.7,0.70,61%,139.6,0.62,0.16,0.12,0.14,20%,
198.9,1.00,73%,134.3,0.70,0.34,0.06,0.09,33%,21%
164.5,0.74,64%,97.3,0.57,0.36,0.11,0.16,17%,
170.5,0.65,56%,118.1,0.59,0.15,0.06,0.18,25%,
175.9,0.78,68%,117.0,0.60,0.30,0.06,0.11,35%,18%
191.2,0.83,69%,125.1,0.65,0.19,0.20,0.22,25%,
164.0,0.76,60%,107.6,0.60,0.21,0.09,0.09,47%,11%
218.8,1.17,76%,146.5,0.77,0.33,0.07,0.05,25%,16%
194.0,1.04,66%,131.7,0.70,0.42,0.13,0.07,23%,
171.9,0.86,69%,115.0,0.59,0.29,0.07,0.06,20%,15%
231.6,0.97,64%,153.1,0.79,0.17,0.18,0.21,25%,11%
175.3,0.83,68%,118.9,0.61,0.36,0.08,0.09,24%,16%
166.2,0.79,67%,112.7,0.57,0.31,0.07,0.09,31%,11%
188.3,0.83,68%,127.6,0.64,0.31,0.11,0.12,26%,15%
185.9,0.85,60%,118.1,0.68,0.10,0.05,0.07,32%,9%
165.5,0.70,65%,110.5,0.55,0.23,0.07,0.11,25%,9%
179.6,0.84,68%,120.7,0.63,0.37,0.09,0.08,27%,13%
261.0,1.11,,167.2,0.93,0.12,0.19,0.24,,
184.0,0.79,,118.9,0.62,0.36,0.00,0.10,,
156.0,0.72,,107.5,0.55,0.17,0.10,0.05,,
181.7,0.95,64%,120.0,0.68,0.15,0.07,0.12,31%,33%
196.5,0.86,81%,117.9,0.63,0.46,0.06,0.06,20%,33%
157.7,0.73,66%,94.3,0.54,0.20,0.08,0.08,34%,17%
112.3,0.45,51%,74.4,0.41,0.15,0.08,0.10,36%,
219.4,1.27,75%,148.8,0.78,0.22,0.09,0.06,27%,13%
257.6,1.23,73%,165.2,0.91,0.18,0.22,0.15,21%,10%
176.3,0.93,73%,114.7,0.61,0.42,0.05,0.05,26%,25%
172.3,0.86,70%,115.1,0.61,0.36,0.08,0.10,32%,21%
183.5,0.87,72%,122.8,0.62,0.33,0.08,0.10,20%,16%
172.0,0.70,63%,110.7,0.56,0.10,0.05,0.02,33%,22%
135.5,0.59,68%,94.5,0.49,0.39,0.05,0.02,31%,14%
236.0,1.23,71%,150.7,0.92,0.24,0.19,0.10,24%,14%
138.3,0.64,,91.1,0.46,0.38,0.06,0.06,,
201.0,0.93,,125.9,0.68,0.22,0.14,0.15,,
183.9,0.96,,116.6,0.62,0.38,0.07,0.06,,
221.0,1.17,,144.5,0.81,0.25,0.12,0.10,,
198.4,0.83,61%,135.1,0.69,0.17,0.14,0.25,29%,
178.8,0.61,68%,114.9,0.51,0.29,0.14,0.25,28%,
188.8,0.68,60%,126.8,0.62,0.18,0.16,0.13,28%,6%
219.5,0.93,68%,136.0,0.74,0.42,0.05,0.08,24%,20%
222.6,1.10,70%,140.6,0.79,0.27,0.12,0.11,30%,22%
234.3,1.35,76%,153.9,0.83,0.39,0.13,0.07,30%,25%
219.8,1.07,69%,144.5,0.78,0.19,0.20,0.14,24%,19%
202.2,1.05,69%,130.3,0.73,0.27,0.09,0.07,47%,5%
172.6,0.81,70%,116.7,0.61,0.23,0.15,0.12,25%,7%
194.7,0.92,70%,127.6,0.68,0.32,0.07,0.05,31%,16%
179.4,0.86,67%,116.2,0.64,0.29,0.08,0.09,27%,7%
216.8,0.95,73%,138.5,0.75,0.34,0.05,0.08,28%,20%
202.9,1.07,70%,139.7,0.76,0.16,0.07,0.05,30%,9%
182.0,0.86,66%,121.4,0.63,0.28,0.08,0.10,34%,24%
174.3,0.83,70%,115.4,0.60,0.34,0.07,0.09,35%,12%
178.0,0.63,65%,132.9,0.55,0.31,0.14,0.10,33%,6%
230.9,1.29,76%,146.0,0.84,0.19,0.17,0.05,25%,25%
196.4,1.06,76%,132.3,0.69,0.45,0.07,0.07,25%,14%
218.6,1.06,69%,144.2,0.79,0.15,0.12,0.15,27%,12%
190.1,0.93,70%,125.2,0.65,0.27,0.09,0.09,24%,8%
182.4,0.96,69%,137.5,0.68,0.19,0.05,0.06,38%,11%
171.7,0.85,71%,110.6,0.59,0.38,0.06,0.09,16%,12%
136.0,0.55,46%,101.7,0.43,0.38,0.03,0.11,30%,
202.0,1.04,69%,134.0,0.72,0.29,0.10,0.06,26%,11%
197.3,0.97,72%,134.4,0.69,0.29,0.07,0.07,30%,5%
216.2,1.00,66%,142.4,0.76,0.19,0.18,0.15,27%,9%
206.1,1.03,70%,134.0,0.74,0.20,0.10,0.10,27%,10%
178.7,0.85,69%,119.7,0.61,0.31,0.04,0.06,35%,14%
157.2,0.78,70%,101.8,0.54,0.41,0.07,0.08,22%,17%
164.2,0.79,68%,104.4,0.58,0.36,0.07,0.10,30%,9%
168.5,0.75,60%,106.9,0.60,0.26,0.06,0.03,53%,
217.3,1.04,74%,145.6,0.77,0.42,0.09,0.09,26%,15%
228.1,1.06,74%,148.0,0.80,0.22,0.17,0.19,35%,6%
185.1,0.95,72%,124.5,0.65,0.32,0.05,0.10,29%,10%
190.1,0.99,69%,124.1,0.70,0.24,0.06,0.10,33%,22%
191.6,0.86,69%,128.3,0.67,0.28,0.10,0.12,31%,20%
176.9,0.80,68%,117.2,0.60,0.29,0.07,0.13,31%,17%
163.6,0.74,66%,111.3,0.57,0.27,0.06,0.08,28%,11%
148.0,0.58,67%,118.0,0.52,0.24,0.05,0.10,31%,
220.5,1.06,88%,140.5,0.77,0.31,0.04,0.00,26%,20%
185.3,0.92,67%,126.3,0.67,0.14,0.08,0.04,29%,11%
151.5,0.60,61%,100.2,0.50,0.30,0.07,0.11,32%,12%
221.2,1.16,68%,152.2,0.76,0.28,0.08,0.07,36%,18%
236.7,1.05,71%,160.1,0.82,0.18,0.09,0.13,30%,
186.8,0.91,70%,127.0,0.64,0.17,0.07,0.06,28%,2%
210.7,1.08,70%,143.0,0.77,0.13,0.18,0.07,24%,
223.0,1.00,62%,143.8,0.79,0.08,0.18,0.21,26%,
181.0,0.66,56%,117.5,0.56,0.15,0.21,0.12,23%,
162.3,0.64,66%,107.0,0.52,0.27,0.09,0.14,43%,17%
149.7,0.58,66%,98.3,0.45,0.36,0.02,0.14,14%,22%
145.3,0.64,66%,106.8,0.54,0.23,0.07,0.07,46%,20%
140.0,0.50,57%,95.7,0.46,0.14,0.00,0.00,31%,
194.5,0.69,68%,127.0,0.64,0.04,0.04,0.04,13%,8%
198.3,1.10,70%,127.2,0.74,0.23,0.05,0.09,31%,22%
227.9,1.12,74%,149.8,0.80,0.33,0.12,0.09,35%,24%
190.3,1.01,71%,123.7,0.67,0.34,0.07,0.07,24%,13%
163.0,0.62,77%,111.1,0.54,0.46,0.00,0.05,27%,
162.5,0.56,60%,109.6,0.50,0.20,0.07,0.03,24%,
158.0,0.52,53%,110.1,0.50,0.17,0.00,0.17,30%,
220.0,1.04,74%,153.8,0.76,0.22,0.11,0.09,43%,6%
228.0,1.05,71%,149.6,0.82,0.18,0.12,0.12,27%,
198.2,1.10,69%,133.5,0.75,0.23,0.07,0.04,27%,18%
191.6,0.73,67%,133.1,0.65,0.18,0.24,0.22,33%,
139.4,0.58,64%,96.5,0.47,0.29,0.07,0.09,21%,13%
119.5,0.53,67%,78.2,0.40,0.42,0.02,0.15,21%,10%
